"job_id","industry_id","skills_id","title_id","company_id","website_id","description_id"
"LI9","IN8","SK29","TI1","CO1","WS1","D1"
"LI9","IN8","SK11","TI1","CO1","WS1","D1"
"LI9","IN8","SK56","TI1","CO1","WS1","D1"
"LI9","IN8","SK17","TI1","CO1","WS1","D1"
"LI9","IN8","SK39","TI1","CO1","WS1","D1"
"LI10","IN6","SK53","TI5","CO1","WS1","D1"
"LI10","IN6","SK57","TI5","CO1","WS1","D1"
"LI10","IN6","SK58","TI5","CO1","WS1","D1"
"LI10","IN6","SK59","TI5","CO1","WS1","D1"
"LI10","IN6","SK60","TI5","CO1","WS1","D1"
"LI10","IN6","SK61","TI5","CO1","WS1","D1"
"LI10","IN6","SK62","TI5","CO1","WS1","D1"
"LI10","IN6","SK63","TI5","CO1","WS1","D1"
"LI10","IN6","SK64","TI5","CO1","WS1","D1"
"LI10","IN6","SK65","TI5","CO1","WS1","D1"
"LI10","IN6","SK19","TI5","CO1","WS1","D1"
"LI11","IN9","SK1","TI6","CO1","WS1","D1"
"LI11","IN9","SK27","TI6","CO1","WS1","D1"
"LI11","IN9","SK14","TI6","CO1","WS1","D1"
"LI11","IN9","SK66","TI6","CO1","WS1","D1"
"LI11","IN9","SK67","TI6","CO1","WS1","D1"
"LI11","IN9","SK68","TI6","CO1","WS1","D1"
"LI11","IN9","SK69","TI6","CO1","WS1","D1"
"LI11","IN9","SK25","TI6","CO1","WS1","D1"
"LI11","IN9","SK70","TI6","CO1","WS1","D1"
"LI11","IN9","SK71","TI6","CO1","WS1","D1"
"LI12","IN10","SK1","TI7","CO1","WS1","D1"
"LI12","IN10","SK27","TI7","CO1","WS1","D1"
"LI12","IN10","SK52","TI7","CO1","WS1","D1"
"LI12","IN10","SK28","TI7","CO1","WS1","D1"
"LI12","IN10","SK2","TI7","CO1","WS1","D1"
"LI12","IN10","SK72","TI7","CO1","WS1","D1"
"LI12","IN10","SK21","TI7","CO1","WS1","D1"
"LI12","IN10","SK73","TI7","CO1","WS1","D1"
"LI12","IN10","SK74","TI7","CO1","WS1","D1"
"LI12","IN10","SK33","TI7","CO1","WS1","D1"
"LI12","IN10","SK19","TI7","CO1","WS1","D1"
"LI13","IN11","SK1","TI1","CO1","WS1","D1"
"LI13","IN11","SK75","TI1","CO1","WS1","D1"
"LI13","IN11","SK76","TI1","CO1","WS1","D1"
"LI13","IN11","SK77","TI1","CO1","WS1","D1"
"LI13","IN11","SK14","TI1","CO1","WS1","D1"
"LI13","IN11","SK6","TI1","CO1","WS1","D1"
"LI13","IN11","SK78","TI1","CO1","WS1","D1"
"LI13","IN11","SK79","TI1","CO1","WS1","D1"
"LI13","IN11","SK80","TI1","CO1","WS1","D1"
"LI13","IN11","SK81","TI1","CO1","WS1","D1"
"LI14","IN3","SK1","TI1","CO1","WS1","D1"
"LI14","IN3","SK11","TI1","CO1","WS1","D1"
"LI14","IN3","SK82","TI1","CO1","WS1","D1"
"LI14","IN3","SK83","TI1","CO1","WS1","D1"
"LI14","IN3","SK6","TI1","CO1","WS1","D1"
"LI14","IN3","SK84","TI1","CO1","WS1","D1"
"LI14","IN3","SK85","TI1","CO1","WS1","D1"
"LI14","IN3","SK86","TI1","CO1","WS1","D1"
"LI14","IN3","SK8","TI1","CO1","WS1","D1"
"LI14","IN3","SK87","TI1","CO1","WS1","D1"
"LI14","IN3","SK10","TI1","CO1","WS1","D1"
"LI15","IN12","SK35","TI1","CO1","WS1","D1"
"LI15","IN12","SK88","TI1","CO1","WS1","D1"
"LI15","IN12","SK89","TI1","CO1","WS1","D1"
"LI15","IN12","SK90","TI1","CO1","WS1","D1"
"LI15","IN12","SK21","TI1","CO1","WS1","D1"
"LI15","IN12","SK38","TI1","CO1","WS1","D1"
"LI15","IN12","SK91","TI1","CO1","WS1","D1"
"LI15","IN12","SK92","TI1","CO1","WS1","D1"
"LI15","IN12","SK93","TI1","CO1","WS1","D1"
"LI15","IN12","SK94","TI1","CO1","WS1","D1"
"LI15","IN12","SK19","TI1","CO1","WS1","D1"
"LI16","IN6","SK1","TI1","CO1","WS1","D1"
"LI16","IN6","SK2","TI1","CO1","WS1","D1"
"LI16","IN6","SK11","TI1","CO1","WS1","D1"
"LI16","IN6","SK75","TI1","CO1","WS1","D1"
"LI16","IN6","SK95","TI1","CO1","WS1","D1"
"LI16","IN6","SK15","TI1","CO1","WS1","D1"
"LI16","IN6","SK6","TI1","CO1","WS1","D1"
"LI16","IN6","SK96","TI1","CO1","WS1","D1"
"LI16","IN6","SK97","TI1","CO1","WS1","D1"
"LI16","IN6","SK8","TI1","CO1","WS1","D1"
"LI16","IN6","SK98","TI1","CO1","WS1","D1"
"LI17","IN13","SK1","TI1","CO1","WS1","D1"
"LI17","IN13","SK2","TI1","CO1","WS1","D1"
"LI17","IN13","SK11","TI1","CO1","WS1","D1"
"LI17","IN13","SK99","TI1","CO1","WS1","D1"
"LI17","IN13","SK21","TI1","CO1","WS1","D1"
"LI17","IN13","SK6","TI1","CO1","WS1","D1"
"LI17","IN13","SK84","TI1","CO1","WS1","D1"
"LI17","IN13","SK17","TI1","CO1","WS1","D1"
"LI17","IN13","SK8","TI1","CO1","WS1","D1"
"LI18","IN6","SK1","TI8","CO1","WS1","D1"
"LI18","IN6","SK2","TI8","CO1","WS1","D1"
"LI18","IN6","SK26","TI8","CO1","WS1","D1"
"LI18","IN6","SK100","TI8","CO1","WS1","D1"
"LI19","IN14","SK1","TI1","CO1","WS1","D1"
"LI19","IN14","SK53","TI1","CO1","WS1","D1"
"LI19","IN14","SK101","TI1","CO1","WS1","D1"
"LI19","IN14","SK11","TI1","CO1","WS1","D1"
"LI19","IN14","SK83","TI1","CO1","WS1","D1"
"LI19","IN14","SK6","TI1","CO1","WS1","D1"
"LI19","IN14","SK102","TI1","CO1","WS1","D1"
"LI19","IN14","SK17","TI1","CO1","WS1","D1"
"LI19","IN14","SK103","TI1","CO1","WS1","D1"
"LI19","IN14","SK24","TI1","CO1","WS1","D1"
"LI19","IN14","SK98","TI1","CO1","WS1","D1"
"LI20","IN15","SK1","TI1","CO1","WS1","D1"
"LI20","IN15","SK11","TI1","CO1","WS1","D1"
"LI20","IN15","SK21","TI1","CO1","WS1","D1"
"LI20","IN15","SK104","TI1","CO1","WS1","D1"
"LI20","IN15","SK105","TI1","CO1","WS1","D1"
"LI20","IN15","SK24","TI1","CO1","WS1","D1"
"LI20","IN15","SK50","TI1","CO1","WS1","D1"
"LI20","IN15","SK8","TI1","CO1","WS1","D1"
"LI20","IN15","SK106","TI1","CO1","WS1","D1"
"LI20","IN15","SK107","TI1","CO1","WS1","D1"
"LI20","IN15","SK10","TI1","CO1","WS1","D1"
"LI21","IN6","SK108","TI1","CO1","WS1","D1"
"LI21","IN6","SK89","TI1","CO1","WS1","D1"
"LI21","IN6","SK109","TI1","CO1","WS1","D1"
"LI21","IN6","SK110","TI1","CO1","WS1","D1"
"LI21","IN6","SK69","TI1","CO1","WS1","D1"
"LI21","IN6","SK111","TI1","CO1","WS1","D1"
"LI21","IN6","SK112","TI1","CO1","WS1","D1"
"LI21","IN6","SK102","TI1","CO1","WS1","D1"
"LI21","IN6","SK113","TI1","CO1","WS1","D1"
"LI21","IN6","SK100","TI1","CO1","WS1","D1"
"LI21","IN6","SK10","TI1","CO1","WS1","D1"
"LI22","IN16","SK28","TI1","CO1","WS1","D1"
"LI22","IN16","SK55","TI1","CO1","WS1","D1"
"LI22","IN16","SK2","TI1","CO1","WS1","D1"
"LI22","IN16","SK114","TI1","CO1","WS1","D1"
"LI22","IN16","SK115","TI1","CO1","WS1","D1"
"LI22","IN16","SK116","TI1","CO1","WS1","D1"
"LI22","IN16","SK117","TI1","CO1","WS1","D1"
"LI22","IN16","SK118","TI1","CO1","WS1","D1"
"LI22","IN16","SK17","TI1","CO1","WS1","D1"
"LI22","IN16","SK8","TI1","CO1","WS1","D1"
"LI22","IN16","SK19","TI1","CO1","WS1","D1"
"LI23","IN1","SK101","TI9","CO1","WS1","D1"
"LI23","IN1","SK119","TI9","CO1","WS1","D1"
"LI23","IN1","SK120","TI9","CO1","WS1","D1"
"LI23","IN1","SK121","TI9","CO1","WS1","D1"
"LI23","IN1","SK109","TI9","CO1","WS1","D1"
"LI23","IN1","SK122","TI9","CO1","WS1","D1"
"LI23","IN1","SK21","TI9","CO1","WS1","D1"
"LI23","IN1","SK123","TI9","CO1","WS1","D1"
"LI23","IN1","SK124","TI9","CO1","WS1","D1"
"LI23","IN1","SK125","TI9","CO1","WS1","D1"
"LI23","IN1","SK19","TI9","CO1","WS1","D1"
"LI24","IN9","SK1","TI1","CO1","WS1","D1"
"LI24","IN9","SK101","TI1","CO1","WS1","D1"
"LI24","IN9","SK126","TI1","CO1","WS1","D1"
"LI24","IN9","SK119","TI1","CO1","WS1","D1"
"LI24","IN9","SK11","TI1","CO1","WS1","D1"
"LI24","IN9","SK127","TI1","CO1","WS1","D1"
"LI24","IN9","SK128","TI1","CO1","WS1","D1"
"LI24","IN9","SK21","TI1","CO1","WS1","D1"
"LI24","IN9","SK17","TI1","CO1","WS1","D1"
"LI24","IN9","SK129","TI1","CO1","WS1","D1"
"LI24","IN9","SK10","TI1","CO1","WS1","D1"
"LI25","IN9","SK1","TI2","CO1","WS1","D1"
"LI25","IN9","SK2","TI2","CO1","WS1","D1"
"LI25","IN9","SK11","TI2","CO1","WS1","D1"
"LI25","IN9","SK130","TI2","CO1","WS1","D1"
"LI25","IN9","SK83","TI2","CO1","WS1","D1"
"LI25","IN9","SK131","TI2","CO1","WS1","D1"
"LI25","IN9","SK6","TI2","CO1","WS1","D1"
"LI25","IN9","SK132","TI2","CO1","WS1","D1"
"LI25","IN9","SK133","TI2","CO1","WS1","D1"
"LI25","IN9","SK134","TI2","CO1","WS1","D1"
"LI25","IN9","SK10","TI2","CO1","WS1","D1"
"LI26","IN5","SK52","TI4","CO1","WS1","D1"
"LI26","IN5","SK28","TI4","CO1","WS1","D1"
"LI26","IN5","SK135","TI4","CO1","WS1","D1"
"LI26","IN5","SK105","TI4","CO1","WS1","D1"
"LI26","IN5","SK19","TI4","CO1","WS1","D1"
"LI27","IN6","SK53","TI1","CO1","WS1","D1"
"LI27","IN6","SK136","TI1","CO1","WS1","D1"
"LI27","IN6","SK35","TI1","CO1","WS1","D1"
"LI27","IN6","SK137","TI1","CO1","WS1","D1"
"LI27","IN6","SK119","TI1","CO1","WS1","D1"
"LI27","IN6","SK11","TI1","CO1","WS1","D1"
"LI27","IN6","SK21","TI1","CO1","WS1","D1"
"LI27","IN6","SK138","TI1","CO1","WS1","D1"
"LI27","IN6","SK139","TI1","CO1","WS1","D1"
"LI27","IN6","SK19","TI1","CO1","WS1","D1"
"LI28","IN6","SK35","TI2","CO1","WS1","D1"
"LI28","IN6","SK67","TI2","CO1","WS1","D1"
"LI28","IN6","SK6","TI2","CO1","WS1","D1"
"LI28","IN6","SK140","TI2","CO1","WS1","D1"
"LI28","IN6","SK141","TI2","CO1","WS1","D1"
"LI28","IN6","SK8","TI2","CO1","WS1","D1"
"LI29","IN6","SK1","TI1","CO1","WS1","D1"
"LI29","IN6","SK101","TI1","CO1","WS1","D1"
"LI29","IN6","SK2","TI1","CO1","WS1","D1"
"LI29","IN6","SK142","TI1","CO1","WS1","D1"
"LI29","IN6","SK143","TI1","CO1","WS1","D1"
"LI29","IN6","SK15","TI1","CO1","WS1","D1"
"LI29","IN6","SK109","TI1","CO1","WS1","D1"
"LI29","IN6","SK6","TI1","CO1","WS1","D1"
"LI29","IN6","SK74","TI1","CO1","WS1","D1"
"LI29","IN6","SK46","TI1","CO1","WS1","D1"
"LI30","IN9","SK1","TI10","CO1","WS1","D1"
"LI30","IN9","SK2","TI10","CO1","WS1","D1"
"LI30","IN9","SK42","TI10","CO1","WS1","D1"
"LI30","IN9","SK35","TI10","CO1","WS1","D1"
"LI30","IN9","SK11","TI10","CO1","WS1","D1"
"LI30","IN9","SK21","TI10","CO1","WS1","D1"
"LI30","IN9","SK6","TI10","CO1","WS1","D1"
"LI30","IN9","SK17","TI10","CO1","WS1","D1"
"LI30","IN9","SK144","TI10","CO1","WS1","D1"
"LI30","IN9","SK7","TI10","CO1","WS1","D1"
"LI30","IN9","SK10","TI10","CO1","WS1","D1"
"LI31","IN17","SK1","TI1","CO1","WS1","D1"
"LI31","IN17","SK101","TI1","CO1","WS1","D1"
"LI31","IN17","SK28","TI1","CO1","WS1","D1"
"LI31","IN17","SK88","TI1","CO1","WS1","D1"
"LI31","IN17","SK11","TI1","CO1","WS1","D1"
"LI31","IN17","SK15","TI1","CO1","WS1","D1"
"LI31","IN17","SK6","TI1","CO1","WS1","D1"
"LI31","IN17","SK145","TI1","CO1","WS1","D1"
"LI31","IN17","SK146","TI1","CO1","WS1","D1"
"LI32","IN6","SK1","TI11","CO1","WS1","D1"
"LI32","IN6","SK53","TI11","CO1","WS1","D1"
"LI32","IN6","SK55","TI11","CO1","WS1","D1"
"LI32","IN6","SK11","TI11","CO1","WS1","D1"
"LI32","IN6","SK147","TI11","CO1","WS1","D1"
"LI32","IN6","SK91","TI11","CO1","WS1","D1"
"LI32","IN6","SK6","TI11","CO1","WS1","D1"
"LI32","IN6","SK74","TI11","CO1","WS1","D1"
"LI32","IN6","SK123","TI11","CO1","WS1","D1"
"LI32","IN6","SK17","TI11","CO1","WS1","D1"
"LI33","IN3","SK27","TI1","CO1","WS1","D1"
"LI33","IN3","SK53","TI1","CO1","WS1","D1"
"LI33","IN3","SK29","TI1","CO1","WS1","D1"
"LI33","IN3","SK2","TI1","CO1","WS1","D1"
"LI33","IN3","SK11","TI1","CO1","WS1","D1"
"LI33","IN3","SK15","TI1","CO1","WS1","D1"
"LI33","IN3","SK21","TI1","CO1","WS1","D1"
"LI33","IN3","SK148","TI1","CO1","WS1","D1"
"LI33","IN3","SK6","TI1","CO1","WS1","D1"
"LI33","IN3","SK8","TI1","CO1","WS1","D1"
"LI34","IN17","SK53","TI1","CO1","WS1","D1"
"LI34","IN17","SK2","TI1","CO1","WS1","D1"
"LI34","IN17","SK35","TI1","CO1","WS1","D1"
"LI34","IN17","SK11","TI1","CO1","WS1","D1"
"LI34","IN17","SK6","TI1","CO1","WS1","D1"
"LI34","IN17","SK17","TI1","CO1","WS1","D1"
"LI34","IN17","SK24","TI1","CO1","WS1","D1"
"LI34","IN17","SK8","TI1","CO1","WS1","D1"
"LI34","IN17","SK149","TI1","CO1","WS1","D1"
"LI34","IN17","SK100","TI1","CO1","WS1","D1"
"LI34","IN17","SK10","TI1","CO1","WS1","D1"
"LI35","IN18","SK52","TI4","CO1","WS1","D1"
"LI35","IN18","SK28","TI4","CO1","WS1","D1"
"LI35","IN18","SK55","TI4","CO1","WS1","D1"
"LI35","IN18","SK150","TI4","CO1","WS1","D1"
"LI35","IN18","SK151","TI4","CO1","WS1","D1"
"LI35","IN18","SK152","TI4","CO1","WS1","D1"
"LI35","IN18","SK153","TI4","CO1","WS1","D1"
"LI35","IN18","SK154","TI4","CO1","WS1","D1"
"LI35","IN18","SK155","TI4","CO1","WS1","D1"
"LI35","IN18","SK156","TI4","CO1","WS1","D1"
"LI35","IN18","SK19","TI4","CO1","WS1","D1"
"LI36","IN9","SK75","TI12","CO1","WS1","D1"
"LI36","IN9","SK89","TI12","CO1","WS1","D1"
"LI36","IN9","SK157","TI12","CO1","WS1","D1"
"LI36","IN9","SK158","TI12","CO1","WS1","D1"
"LI36","IN9","SK83","TI12","CO1","WS1","D1"
"LI36","IN9","SK6","TI12","CO1","WS1","D1"
"LI36","IN9","SK96","TI12","CO1","WS1","D1"
"LI36","IN9","SK159","TI12","CO1","WS1","D1"
"LI36","IN9","SK160","TI12","CO1","WS1","D1"
"LI36","IN9","SK161","TI12","CO1","WS1","D1"
"LI36","IN9","SK10","TI12","CO1","WS1","D1"
"LI37","IN18","SK101","TI1","CO1","WS1","D1"
"LI37","IN18","SK162","TI1","CO1","WS1","D1"
"LI37","IN18","SK163","TI1","CO1","WS1","D1"
"LI37","IN18","SK35","TI1","CO1","WS1","D1"
"LI37","IN18","SK164","TI1","CO1","WS1","D1"
"LI37","IN18","SK165","TI1","CO1","WS1","D1"
"LI37","IN18","SK166","TI1","CO1","WS1","D1"
"LI37","IN18","SK167","TI1","CO1","WS1","D1"
"LI37","IN18","SK168","TI1","CO1","WS1","D1"
"LI37","IN18","SK169","TI1","CO1","WS1","D1"
"LI38","IN6","SK2","TI13","CO1","WS1","D1"
"LI38","IN6","SK170","TI13","CO1","WS1","D1"
"LI38","IN6","SK171","TI13","CO1","WS1","D1"
"LI38","IN6","SK172","TI13","CO1","WS1","D1"
"LI38","IN6","SK17","TI13","CO1","WS1","D1"
"LI38","IN6","SK173","TI13","CO1","WS1","D1"
"LI38","IN6","SK174","TI13","CO1","WS1","D1"
"LI38","IN6","SK175","TI13","CO1","WS1","D1"
"LI38","IN6","SK176","TI13","CO1","WS1","D1"
"LI38","IN6","SK125","TI13","CO1","WS1","D1"
"LI38","IN6","SK19","TI13","CO1","WS1","D1"
"LI39","IN6","SK1","TI2","CO1","WS1","D1"
"LI39","IN6","SK55","TI2","CO1","WS1","D1"
"LI39","IN6","SK2","TI2","CO1","WS1","D1"
"LI39","IN6","SK177","TI2","CO1","WS1","D1"
"LI39","IN6","SK131","TI2","CO1","WS1","D1"
"LI39","IN6","SK6","TI2","CO1","WS1","D1"
"LI39","IN6","SK132","TI2","CO1","WS1","D1"
"LI39","IN6","SK141","TI2","CO1","WS1","D1"
"LI39","IN6","SK7","TI2","CO1","WS1","D1"
"LI39","IN6","SK8","TI2","CO1","WS1","D1"
"LI39","IN6","SK10","TI2","CO1","WS1","D1"
"LI40","IN9","SK28","TI1","CO1","WS1","D1"
"LI40","IN9","SK178","TI1","CO1","WS1","D1"
"LI40","IN9","SK29","TI1","CO1","WS1","D1"
"LI40","IN9","SK2","TI1","CO1","WS1","D1"
"LI40","IN9","SK179","TI1","CO1","WS1","D1"
"LI40","IN9","SK67","TI1","CO1","WS1","D1"
"LI40","IN9","SK180","TI1","CO1","WS1","D1"
"LI40","IN9","SK138","TI1","CO1","WS1","D1"
"LI40","IN9","SK181","TI1","CO1","WS1","D1"
"LI40","IN9","SK8","TI1","CO1","WS1","D1"
"LI40","IN9","SK10","TI1","CO1","WS1","D1"
"LI41","IN19","SK1","TI14","CO1","WS1","D1"
"LI41","IN19","SK126","TI14","CO1","WS1","D1"
"LI41","IN19","SK2","TI14","CO1","WS1","D1"
"LI41","IN19","SK182","TI14","CO1","WS1","D1"
"LI41","IN19","SK15","TI14","CO1","WS1","D1"
"LI41","IN19","SK21","TI14","CO1","WS1","D1"
"LI41","IN19","SK183","TI14","CO1","WS1","D1"
"LI41","IN19","SK184","TI14","CO1","WS1","D1"
"LI41","IN19","SK168","TI14","CO1","WS1","D1"
"LI41","IN19","SK185","TI14","CO1","WS1","D1"
"LI41","IN19","SK10","TI14","CO1","WS1","D1"
"LI42","IN20","SK1","TI1","CO1","WS1","D1"
"LI42","IN20","SK53","TI1","CO1","WS1","D1"
"LI42","IN20","SK2","TI1","CO1","WS1","D1"
"LI42","IN20","SK11","TI1","CO1","WS1","D1"
"LI42","IN20","SK99","TI1","CO1","WS1","D1"
"LI42","IN20","SK109","TI1","CO1","WS1","D1"
"LI42","IN20","SK21","TI1","CO1","WS1","D1"
"LI42","IN20","SK6","TI1","CO1","WS1","D1"
"LI42","IN20","SK118","TI1","CO1","WS1","D1"
"LI42","IN20","SK10","TI1","CO1","WS1","D1"
"LI43","IN6","SK1","TI8","CO1","WS1","D1"
"LI43","IN6","SK2","TI8","CO1","WS1","D1"
"LI43","IN6","SK186","TI8","CO1","WS1","D1"
"LI43","IN6","SK187","TI8","CO1","WS1","D1"
"LI43","IN6","SK188","TI8","CO1","WS1","D1"
"LI43","IN6","SK23","TI8","CO1","WS1","D1"
"LI43","IN6","SK189","TI8","CO1","WS1","D1"
"LI43","IN6","SK190","TI8","CO1","WS1","D1"
"LI43","IN6","SK146","TI8","CO1","WS1","D1"
"LI43","IN6","SK191","TI8","CO1","WS1","D1"
"LI43","IN6","SK10","TI8","CO1","WS1","D1"
"LI44","IN9","SK1","TI2","CO1","WS1","D1"
"LI44","IN9","SK27","TI2","CO1","WS1","D1"
"LI44","IN9","SK2","TI2","CO1","WS1","D1"
"LI44","IN9","SK42","TI2","CO1","WS1","D1"
"LI44","IN9","SK35","TI2","CO1","WS1","D1"
"LI44","IN9","SK192","TI2","CO1","WS1","D1"
"LI44","IN9","SK6","TI2","CO1","WS1","D1"
"LI44","IN9","SK138","TI2","CO1","WS1","D1"
"LI44","IN9","SK65","TI2","CO1","WS1","D1"
"LI44","IN9","SK193","TI2","CO1","WS1","D1"
"LI44","IN9","SK98","TI2","CO1","WS1","D1"
"LI45","IN21","SK2","TI1","CO1","WS1","D1"
"LI45","IN21","SK194","TI1","CO1","WS1","D1"
"LI45","IN21","SK195","TI1","CO1","WS1","D1"
"LI45","IN21","SK109","TI1","CO1","WS1","D1"
"LI45","IN21","SK196","TI1","CO1","WS1","D1"
"LI45","IN21","SK197","TI1","CO1","WS1","D1"
"LI45","IN21","SK8","TI1","CO1","WS1","D1"
"LI45","IN21","SK198","TI1","CO1","WS1","D1"
"LI45","IN21","SK26","TI1","CO1","WS1","D1"
"LI45","IN21","SK185","TI1","CO1","WS1","D1"
"LI45","IN21","SK10","TI1","CO1","WS1","D1"
"LI46","IN9","SK1","TI1","CO1","WS1","D1"
"LI46","IN9","SK29","TI1","CO1","WS1","D1"
"LI46","IN9","SK126","TI1","CO1","WS1","D1"
"LI46","IN9","SK88","TI1","CO1","WS1","D1"
"LI46","IN9","SK11","TI1","CO1","WS1","D1"
"LI46","IN9","SK89","TI1","CO1","WS1","D1"
"LI46","IN9","SK83","TI1","CO1","WS1","D1"
"LI46","IN9","SK199","TI1","CO1","WS1","D1"
"LI46","IN9","SK17","TI1","CO1","WS1","D1"
"LI46","IN9","SK8","TI1","CO1","WS1","D1"
"LI46","IN9","SK19","TI1","CO1","WS1","D1"
"LI47","IN6","SK52","TI4","CO1","WS1","D1"
"LI47","IN6","SK101","TI4","CO1","WS1","D1"
"LI47","IN6","SK35","TI4","CO1","WS1","D1"
"LI47","IN6","SK119","TI4","CO1","WS1","D1"
"LI47","IN6","SK21","TI4","CO1","WS1","D1"
"LI47","IN6","SK123","TI4","CO1","WS1","D1"
"LI47","IN6","SK184","TI4","CO1","WS1","D1"
"LI47","IN6","SK17","TI4","CO1","WS1","D1"
"LI47","IN6","SK200","TI4","CO1","WS1","D1"
"LI47","IN6","SK40","TI4","CO1","WS1","D1"
"LI48","IN6","SK1","TI1","CO1","WS1","D1"
"LI48","IN6","SK27","TI1","CO1","WS1","D1"
"LI48","IN6","SK75","TI1","CO1","WS1","D1"
"LI48","IN6","SK201","TI1","CO1","WS1","D1"
